DateHeure(UTC);DateHeure;TTW;Latitude;Longitude;HDG;TWA;MODE;BestUpVMG;BestDwnVMG;Speed(kt);TWD;TWS(kt);DTG(nm);DTF(nm);Voile;EffetBoost;DureeChangementVoile;RatioChangementVoile;DureeChangementAmure;RatioChangementAmure;CoeffDuree;PerteEnergie;GainEnergie;EnergieFinIteration
2025-05-12 11:42;2025-05-12 13:42;T+03:10;47,9346496777252;-5,06311779174405;218;-106;HDG;47;140;10,15;111;4,56;27,35;6957,95;Code 0;;;;;;;;1,83;100,00
2025-05-12 11:52;2025-05-12 13:52;T+03:20;47,9122440142464;-5,08923923822982;219;-106;HDG;47;140;10,37;112;4,71;29,06;6956,25;Code 0;;;;;;;;1,82;100,00
2025-05-12 12:02;2025-05-12 14:02;T+03:30;47,8895281260684;-5,11667636193189;217;-103;HDG;47;140;10,66;113;4,82;30,81;6954,51;Code 0;;;;;;;;1,82;100,00
2025-05-12 12:12;2025-05-12 14:12;T+03:40;47,8658787680701;-5,14324560768244;217;-102;HDG;47;140;10,68;115;4,75;32,58;6952,74;Code 0;;;;;;;;1,82;100,00
2025-05-12 12:22;2025-05-12 14:22;T+03:50;47,8426731244285;-5,1693045917939;219;-101;HDG;47;140;10,25;118;4,62;34,32;6951,00;Code 0;;;;;;;;1,83;100,00
2025-05-12 12:32;2025-05-12 14:32;T+04:00;47,820774290562;-5,19571961020485;221;-100;HDG;47;140;9,83;121;4,44;36,01;6949,32;Code 0;;;;;;;;1,84;100,00
2025-05-12 12:42;2025-05-12 14:42;T+04:10;47,800340170904;-5,22216821736495;221;-96;HDG;47;140;9,46;125;4,23;37,63;6947,71;Code 0;;;;;;;;1,85;100,00
2025-05-12 12:52;2025-05-12 14:52;T+04:20;47,7807678584753;-5,24749163983967;224;-94;HDG;47;140;9,04;130;4,02;39,18;6946,18;Code 0;;;;;;;;1,86;100,00
2025-05-12 13:02;2025-05-12 15:02;T+04:30;47,7630082535126;-5,27300876753586;224;-90;HDG;47;140;8,66;133;3,79;40,65;6944,72;Code 0;;;;;;;;1,87;100,00
2025-05-12 13:12;2025-05-12 15:12;T+04:40;47,7462094169018;-5,29713748112837;228;-91;HDG;47;140;7,96;137;3,54;42,04;6943,35;Code 0;;;;;;;;1,88;100,00
2025-05-12 13:22;2025-05-12 15:22;T+04:50;47,7317296804645;-5,32104918677373;230;-89;HDG;47;140;7,52;140;3,28;43,32;6942,09;Code 0;;;;;;;;1,89;100,00
2025-05-12 13:32;2025-05-12 15:32;T+05:00;47,7187901689726;-5,34397251893896;232;-88;HDG;47;140;6,84;143;3,05;44,50;6940,94;Code 0;;;;;;;;1,90;100,00
2025-05-12 13:42;2025-05-12 15:42;T+05:10;47,707292357923;-5,36584395261608;233;-86;HDG;47;140;6,61;147;2,85;45,59;6939,88;Code 0;;;;;;;;1,91;100,00
2025-05-12 13:52;2025-05-12 15:52;T+05:20;47,6967376361887;-5,38665590737936;233;-82;HDG;47;140;6,15;150;2,68;46,61;6938,89;Code 0;;;;;;;;1,92;100,00
